Port_ID,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Score
4020204877254599680,0.6335826222102402,71998.85595307,0.060748033614844925,21338.051187779958,32.94214876033058,1993,6050,14802.502749369927
3999240873283311617,1.093290838097633,42574.473678790004,0.22750533430745368,300.81384848999915,52.32198142414861,2366,4522,10604.102028884707
4021669203289716224,0.8121235348786193,26427.33159178,0.06825074237072257,2537.8666286099924,31.391200951248514,528,1682,6229.549310957564
3960874214179953664,0.45918101151096397,19567.47128569,0.1629478150253227,2233.99999999,51.568381430363864,1233,2391,4562.095003433495
4028701921959171840,0.7985926538828008,17601.40139824,0.27572387832983053,585.6775999300007,54.29403202328966,373,687,4318.22283534466
3907081197088384000,2.1914685580574753,18015.997370259996,0.2227292925910845,2060.707122380003,61.39714769156394,2540,4137,4201.73497540309
3956076827719377409,2.01428711787532,16790.01223802,0.09952801745500052,635.0500145299998,51.55771195097037,2019,3916,4108.025520259451
3986814617275053313,1.685996824265469,16337.46188064,0.32978656861679667,2.3819474699994316,78.22172200337648,2780,3554,4092.4021066008404
4022565861939831809,0.4692666550330663,14197.577075890002,0.29960236775731863,385.0755536900001,52.76595744680851,372,705,3497.1102321337426
3788465932399412480,1.6536697373780231,13960.966456670001,0.15291214877945766,1772.2194397900003,44.607363962202676,1369,3069,3229.39611794619
4008711265867865600,0.6183868005027596,11298.706389769999,0.2662895922745807,509.5499999999993,42.13197969543147,166,394,2752.696069370649
3936410995029308417,5.955681070532479,10681.514000000001,0.29898370047919265,0.0,30.0,6,20,2675.225001061256
3987739404272887297,1.1166948078021894,12464.6063154,0.049882502411106325,3386.656093979994,22.826446280991735,1381,6050,2610.7807943239227
3939318616482048768,1.938380514290915,9775.389109840002,0.2038294609803751,87.00335997999991,37.46031746031746,118,315,2435.1650852555154
3998572645139652353,0.9404644249995647,9603.58535988,0.2622908622566452,214.71515507000004,35.714285714285715,95,266,2372.5950927808794
3931992636670880512,1.1133624280866319,10374.96528998,0.050796275472005006,1651.1316999599999,40.16528925619834,2430,6050,2350.4322644101403
3962024093501274881,0.2877959317625179,9314.494060179999,0.07406717883080471,1828.4947021299995,26.472898664571876,337,1273,2057.0977518072523
3944088772635000577,1.3902423589557498,7581.491983399999,0.29914107625654696,97.2037250300009,45.75292759360053,2774,6063,1885.8446307777979
3886752488982104320,1.803822465204671,7195.178324640001,0.2217135876666527,38.20810000000006,74.5396317053643,931,1249,1801.1028187876311
4031493134338259457,0.23200797259259615,9082.698287860003,0.1561139933963429,3682.1097992,36.156696664902064,683,1889,1722.0745969419477
